train_loss,train_cross_loss,train_holo_loss,train_score_loss,lr,epoch,step,val_loss,val_cross_loss,val_holo_loss,val_score_loss
0.4742318391799927,0.20549830794334412,0.006112889852374792,0.2503948211669922,5.459128715301631e-06,17,2499,,,,
0.4361119270324707,0.16546179354190826,0.00423249090090394,0.2579526901245117,5.459128715301631e-06,17,2549,,,,
0.6198487281799316,0.21500706672668457,0.004209037870168686,0.39221447706222534,5.459128715301631e-06,17,2599,,,,
,,,,,17,2646,0.8224878907203674,0.21602797508239746,0.005728150252252817,0.5892754793167114
0.548827052116394,0.26663416624069214,0.013724364340305328,0.24101980030536652,2.456929223626503e-06,18,2649,,,,
0.4495137929916382,0.27885955572128296,0.007598675787448883,0.14785824716091156,2.456929223626503e-06,18,2699,,,,
0.4830678403377533,0.24477264285087585,0.010570729151368141,0.20658299326896667,2.456929223626503e-06,18,2749,,,,
,,,,,18,2793,0.8213063478469849,0.21220141649246216,0.005467740353196859,0.5927016735076904
0.5010626316070557,0.24824395775794983,0.005718284752219915,0.23566384613513947,6.255214088923822e-07,19,2799,,,,
0.29254215955734253,0.14851340651512146,0.004057147540152073,0.13185732066631317,6.255214088923822e-07,19,2849,,,,
0.7480159997940063,0.29871928691864014,0.008779583498835564,0.4229579567909241,6.255214088923822e-07,19,2899,,,,
,,,,,19,2940,0.8278812170028687,0.21232980489730835,0.0054489606991410255,0.5992045402526855
